"id_tps"	"name"	"sex"	"set"	"nat"	"age"	"weight"	"height"	"Attractiveness"	"Sextypicality"	"Asymmetry"	"Distinctiveness"	"SATRA"
"42"	"5181"	"F"	"CZ16"	"CZ"	26	60.1	173.4	3.848	0.0899221670617764	0.143793820645541	0.0420616272006706	1.43229517065697
"43"	"5191"	"F"	"CZ16"	"CZ"	21	69.8	167.5	1.788	-0.773329016498578	0.142518658952951	0.0631481482759679	-1.25694284787324
"44"	"5211"	"F"	"CZ16"	"CZ"	22	52.8	159	3.667	-0.402483992731097	0.151173235193296	0.0452190515252814	1.19600775252397
"45"	"5231"	"F"	"CZ16"	"CZ"	25	78.7	178.6	3.152	0.245138008432916	0.14576372142616	0.0642770767240637	0.523698247891423
"46"	"6051"	"F"	"CZ16"	"CZ"	19	63.5	178.2	3.242	-0.510174314558224	0.145384104784441	0.0466985185117337	0.641189229283519
"47"	"6091"	"F"	"CZ16"	"CZ"	21	63.8	163.8	2.455	0.106786573357639	0.143728415686339	0.0498671865036286	-0.386204130222924
"48"	"6121"	"F"	"CZ16"	"CZ"	27	75	174.5	2.455	1.41571543585662	0.145613762175607	0.0747944886658606	-0.386204130222924
"49"	"6131"	"F"	"CZ16"	"CZ"	20	66.4	174.4	3.545	-0.154027420369557	0.144590905839437	0.045318943221521	1.03674219997024
"IF601-519"	"IF601-519"	"F"	NA	"IND"	34	NA	NA	4.766666667	-1.28655950116074	0.142003414319823	0.0567918086043381	1.17415805259483
"IF602-134"	"IF602-134"	"F"	NA	"IND"	21	NA	NA	4.447368421	0.00274376766570749	0.143336983502301	0.0402472727804883	0.73960893031945
"IF605-066"	"IF605-066"	"F"	NA	"IND"	49	NA	NA	3.9375	-0.845571020542042	0.142919976162152	0.0504961309026191	0.0457032242997367
"IF608-390"	"IF608-390"	"F"	NA	"IND"	22	NA	NA	4.083333333	-0.273767995907907	0.142250871570639	0.0424492792119518	0.244175178491567
"IF609-408"	"IF609-408"	"F"	NA	"IND"	50	NA	NA	3.333333333	-1.19083045185449	0.149937072274738	0.0550842869025815	-0.776537731113761
"IF610-766"	"IF610-766"	"F"	NA	"IND"	20	NA	NA	5.448275862	-1.5610213934135	0.140604614885492	0.057698167876218	2.10179445878443
"IF612-149"	"IF612-149"	"F"	NA	"IND"	22	NA	NA	4.1	-1.79874931391647	0.154100025172484	0.0565246368441367	0.266857688047557
"IF614-107"	"IF614-107"	"F"	NA	"IND"	35	NA	NA	4.5	-1.3371013185591	0.155408149178796	0.0434499821357499	0.811237906503733
"IF618-212"	"IF618-212"	"F"	NA	"IND"	45	NA	NA	3.764705882	-1.45168407557194	0.143840462603528	0.038957586277219	-0.189461024962219
"IF619-197"	"IF619-197"	"F"	NA	"IND"	21	NA	NA	4.322580645	-1.41795717728178	0.144578125166734	0.0370432967613994	0.569778938420599
"IF620-218"	"IF620-218"	"F"	NA	"IND"	19	NA	NA	4.242424242	-1.82088087235127	0.142816711791067	0.0368727748723103	0.460690037981096
"IF622-096"	"IF622-096"	"F"	NA	"IND"	21	NA	NA	4.028571429	-0.727162466497039	0.14556448780777	0.0451913398510825	0.169646935335077
"IF623-129"	"IF623-129"	"F"	NA	"IND"	20	NA	NA	4.090909091	-2.343635750143	0.142746446647224	0.0555617968272207	0.254485410479095
"IF625-225"	"IF625-225"	"F"	NA	"IND"	21	NA	NA	4.243243243	-1.28157665175944	0.144748971680806	0.0510958356354605	0.461804657839336
"IF626-375"	"IF626-375"	"F"	NA	"IND"	21	NA	NA	4.583333333	0.36962976094207	0.148821306642293	0.0650890121519865	0.924650451561785
"IF629-234"	"IF629-234"	"F"	NA	"IND"	27	NA	NA	4	-1.49611986666767	0.148788343299748	0.051323843795815	0.130762633433514
"IF631-363"	"IF631-363"	"F"	NA	"IND"	21	NA	NA	5.151515152	-1.26613894014883	0.144068490664016	0.031956922503599	1.6979178084369
"IF633-012"	"IF633-012"	"F"	NA	"IND"	27	NA	NA	5.542857143	-1.51272012943988	0.146996625582828	0.0659507900902595	2.23051490481604
"IF634-382"	"IF634-382"	"F"	NA	"IND"	35	NA	NA	3.818181818	-1.87367532859614	0.140692508760923	0.0463690649041176	-0.116682920657648
"IF636-011"	"IF636-011"	"F"	NA	"IND"	33	NA	NA	3.472222222	-1.45821751644088	0.146206562819599	0.0519186655000366	-0.587516821776372
"IF641-504"	"IF641-504"	"F"	NA	"IND"	23	NA	NA	4.564102564	-0.247061137346287	0.146205608227173	0.0420940646271258	0.898478325988535
"IF642-295"	"IF642-295"	"F"	NA	"IND"	21	NA	NA	4.72972973	0.0599042737248867	0.140895106498645	0.0449855166888259	1.12388870801193
"IF644-306-1"	"IF644-306-1"	"F"	NA	"IND"	32	NA	NA	3.128205128	-0.530698505584003	0.143886412913978	0.037264938606587	-1.05570707373732
"IF649-016"	"IF649-016"	"F"	NA	"IND"	25	NA	NA	3.8	-1.57934909548958	0.145649670190681	0.0439313735753347	-0.141427475794574
"IF650-315"	"IF650-315"	"F"	NA	"IND"	28	NA	NA	4	0.403958974563952	0.143980001719886	0.0661137516537909	0.130762633433514
"IF660-464"	"IF660-464"	"F"	NA	"IND"	26	NA	NA	3.96969697	-1.6899648980204	0.146938063283585	0.0528942046863208	0.0895217082053043
"IF665-015"	"IF665-015"	"F"	NA	"IND"	41	NA	NA	2.294117647	-0.188693758678935	0.146522342123443	0.0568293631595663	-2.19085888653317
"IF668-009"	"IF668-009"	"F"	NA	"IND"	27	NA	NA	3.8	-1.29710785504908	0.143289318482879	0.0385846457907527	-0.141427475794574
"IF672-305"	"IF672-305"	"F"	NA	"IND"	38	NA	NA	2.75	-1.63925359080206	0.149435381559198	0.0567143538172156	-1.57042554924203
"IF673-389"	"IF673-389"	"F"	NA	"IND"	32	NA	NA	2.911764706	-0.0690150145536315	0.142244706407069	0.0530594935257747	-1.35027178426509
"IF676-017"	"IF676-017"	"F"	NA	"IND"	40	NA	NA	2.72972973	-1.10541963107948	0.152249490398924	0.0464885825266408	-1.59801238426895
"IF677-452-1"	"IF677-452-1"	"F"	NA	"IND"	40	NA	NA	2.5625	-1.5632941657156	0.141714558083209	0.0598606879333096	-1.82560377664337
"IF691-007"	"IF691-007"	"F"	NA	"IND"	20	NA	NA	4.72972973	-0.885299411623663	0.143502355111148	0.0328816878489547	1.12388870801193
"IF693-172"	"IF693-172"	"F"	NA	"IND"	22	NA	NA	3.818181818	-0.894776685867267	0.14618230206736	0.041051456735884	-0.116682920657648
"IF704-125"	"IF704-125"	"F"	NA	"IND"	29	NA	NA	3	-1.18584782142101	0.140495885456936	0.0417412610752774	-1.23018791270692
"IF705-196"	"IF705-196"	"F"	NA	"IND"	19	NA	NA	3.305555556	-0.919409738560381	0.141880413489413	0.0530793898111558	-0.814341911892479
"IF710-016"	"IF710-016"	"F"	NA	"IND"	19	NA	NA	4.285714286	-1.16022683975775	0.148820864747711	0.0399894209998796	0.51960564700534
"IF713-170"	"IF713-170"	"F"	NA	"IND"	18	NA	NA	3.3	-0.729313067364719	0.155277209695854	0.0494183386386156	-0.821902748864793
"IF714-008-1"	"IF714-008-1"	"F"	NA	"IND"	45	NA	NA	2.945945946	-0.927163011575917	0.142093349331198	0.0350634898460632	-1.30375280701933
"IF718-001"	"IF718-001"	"F"	NA	"IND"	20	NA	NA	3.815789474	-0.333508432701766	0.145996747454967	0.044150926127066	-0.119938782531003
"IF722-456"	"IF722-456"	"F"	NA	"IND"	35	NA	NA	2.588235294	-0.467757258590981	0.145482580379872	0.0532294792476726	-1.79057931421898
"IF723-255"	"IF723-255"	"F"	NA	"IND"	22	NA	NA	4.794117647	-0.252181888393792	0.141547010617268	0.0479097018780715	1.21151747881792
"IF729-393"	"IF729-393"	"F"	NA	"IND"	21	NA	NA	4.242424242	-0.60810515421804	0.141460771630774	0.0399196889292608	0.460690037981096
"IF730-410"	"IF730-410"	"F"	NA	"IND"	21	NA	NA	4.59375	-0.366731765478956	0.142787468505424	0.0397357857386508	0.938827020204399
"IF732-260"	"IF732-260"	"F"	NA	"IND"	28	NA	NA	3.078947368	0.673348466464888	0.148114601656511	0.0810410027604889	-1.12274444911097
"IF733-110"	"IF733-110"	"F"	NA	"IND"	20	NA	NA	3.35483871	-2.1495730752074	0.141647462649205	0.0564858819143554	-0.747269976540655
"IF734-108"	"IF734-108"	"F"	NA	"IND"	23	NA	NA	3.838709677	0.0204872851052462	0.150564566179974	0.0512632411460761	-0.0887455197405032
"IF735-353"	"IF735-353"	"F"	NA	"IND"	22	NA	NA	3.852941176	-1.02867789328178	0.148105250813105	0.0491063725888996	-0.0693771534040566
"IF737-104"	"IF737-104"	"F"	NA	"IND"	49	NA	NA	4.0625	-1.83009718779302	0.146013462217285	0.0505024599042656	0.215822042567291
"IF741-040"	"IF741-040"	"F"	NA	"IND"	24	NA	NA	3.742857143	-0.506544309393232	0.147758849011981	0.0535712242773332	-0.219196078236748
"IF742-103"	"IF742-103"	"F"	NA	"IND"	25	NA	NA	3.8125	-2.23422225506961	0.148310486934614	0.0613752697147194	-0.124415593967818
"IF744-114"	"IF744-114"	"F"	NA	"IND"	23	NA	NA	4.724137931	-1.60817676799016	0.162272907285281	0.0633316237636593	1.11627854610897
"0"	"1.'001Fmoe_ff.jpg'"	"F"	"NAM"	"NAM"	20	65	161.5	3.1	-0.517622333568653	0.148798700399732	0.0687331318010961	0.137524223101655
"1"	"2.'009FEli_ff.jpg'"	"F"	"NAM"	"NAM"	19	49	155	3.2	0.393694240268393	0.163758954618598	0.0749300083876686	0.27930177269099
"2"	"3.'010FPop_ff.jpg'"	"F"	"NAM"	"NAM"	NA	NA	NA	2.85	-1.2918749585314	0.161886390772742	0.0697883909842734	-0.216919650871683
"3"	"4.'014FFri_ff.jpg'"	"F"	"NAM"	"NAM"	19	59	172	3.9	-0.314635145445128	0.147608641470314	0.0665319591310944	1.27174461981634
"4"	"5.'015FDes_ff.jpg'"	"F"	"NAM"	"NAM"	28	54	147	2.05	-0.973482539569603	0.144848565550782	0.0742755232755279	-1.35114004758636
"5"	"6.'016FNat_ff.jpg'"	"F"	"NAM"	"NAM"	20	44	147	4.85	-0.392432815199754	0.154708963766163	0.0683661257596398	2.61863134091502
"6"	"7.'017FSuz_ff.jpg'"	"F"	"NAM"	"NAM"	18	49	167	3.75	-0.740072287939596	0.143474317909658	0.0625127835608083	1.05907829543233
"7"	"8.'019FHan_ff.jpg'"	"F"	"NAM"	"NAM"	25	43	163.5	3.65	-0.509850841700494	0.145467496220358	0.0628754056949178	0.917300745842998
"8"	"9.'020FJes_ff.jpg'"	"F"	"NAM"	"NAM"	18	54	158	3.35	0.513833038970784	0.145839273700545	0.0531318245552796	0.491968097074993
"9"	"10.'021FDen_ff.jpg'"	"F"	"NAM"	"NAM"	20	45	149	4	0.287624072536609	0.14391953891676	0.0535303869119392	1.41352216940567
"10"	"11.'022FWin_ff.jpg'"	"F"	"NAM"	"NAM"	18	37	150	3.75	-0.703919477334317	0.146882551630329	0.0384576203404659	1.05907829543233
"11"	"12.'023FAne_ff.jpg'"	"F"	"NAM"	"NAM"	26	38	149	2.6	-0.282454988544246	0.143605383174848	0.0348335634439708	-0.571363524845021
"12"	"13.'024FGra_ff.jpg'"	"F"	"NAM"	"NAM"	20	39	142	2.45	-0.318623482569577	0.143564636007687	0.053297894793439	-0.784029849229023
"13"	"14.'025FMem_ff.jpg'"	"F"	"NAM"	"NAM"	25	65	158	3.5	-1.07027366418633	0.150060697008365	0.0556110178721142	0.704634421458995
"14"	"15.'026FBon_ff.jpg'"	"F"	"NAM"	"NAM"	24	60	147	2.5	0.159340257096826	0.158961126781498	0.0598065170581225	-0.713141074434356
"15"	"16.'027FJas_ff.jpg'"	"F"	"NAM"	"NAM"	NA	NA	NA	2.85	-0.732724228698082	0.143534540988976	0.0361523232556635	-0.216919650871683
"16"	"17.'028FAma_ff.jpg'"	"F"	"NAM"	"NAM"	NA	NA	NA	2.15	-1.21546621637046	0.145661303312241	0.0491504431575951	-1.20936249799703
"17"	"18.'029FRen_ff.jpg'"	"F"	"NAM"	"NAM"	20	55	152.5	2.8	-0.0350581004132452	0.157134221390871	0.0676997704139404	-0.287808425666351
"18"	"19.'040FVic_ff.jpg'"	"F"	"NAM"	"NAM"	NA	NA	NA	1.8	-0.41007535928834	0.150070029565235	0.0568410024475245	-1.7055839215597
"19"	"20.'045FSam_ff.jpg'"	"F"	"NAM"	"NAM"	27	61	157.5	3.1	-0.894270828324947	0.141671358543994	0.0483982002701003	0.137524223101655
"20"	"21.'046FNda_ff.jpg'"	"F"	"NAM"	"NAM"	20	59	156	3.25	-0.303140111053878	0.159623505748084	0.0629257239135321	0.350190547485658
"21"	"22.'047FIda_ff.jpg'"	"F"	"NAM"	"NAM"	20	43	153	5.35	-0.0266547850358659	0.151165540067724	0.0688932610647281	3.32751908886169
"22"	"23.'052FEmi_ff.jpg'"	"F"	"NAM"	"NAM"	30	91	159	2.75	-1.71222216539132	0.141476241827861	0.0583787875481962	-0.358697200461018
"23"	"24.'053FHer_ff.jpg'"	"F"	"NAM"	"NAM"	25	68	153	2.95	-1.29244950467819	0.172679318892254	0.0733697594370909	-0.0751421012823475
"24"	"25.'054FPhi_ff.jpg'"	"F"	"NAM"	"NAM"	21	35	144.5	3.15	-0.101770871954607	0.140075924551204	0.0706751003460971	0.208412997896322
"25"	"26.'055FAde_ff.jpg'"	"F"	"NAM"	"NAM"	20	54	166.5	2.85	-0.0766676930899122	0.14754985694808	0.0428973064559046	-0.216919650871683
"26"	"27.'056FMar_ff.jpg'"	"F"	"NAM"	"NAM"	28	40	156.5	2.55	-0.329680297796892	0.141354255854334	0.0459126862591446	-0.642252299639688
"27"	"28.'057FEli_ff.jpg'"	"F"	"NAM"	"NAM"	25	44	159.5	3.4	-1.07489722473834	0.144341472010605	0.0576714807240047	0.56285687186966
"28"	"29.'058FHel_ff.jpg'"	"F"	"NAM"	"NAM"	26	61	165	3	-0.145816394611358	0.147547850566546	0.0610583227387163	-0.00425332648768021
"29"	"30.'059FLyd_ff.jpg'"	"F"	"NAM"	"NAM"	22	60	172	2.9	-0.528701975956724	0.147784892997017	0.0545504655732912	-0.146030876077015
"30"	"31.'060FBas_ff.jpg'"	"F"	"NAM"	"NAM"	26	60	154	2.6	-0.450431783514239	0.145536794291891	0.047101380369071	-0.571363524845021
"31"	"32.'067FRei_ff.jpg'"	"F"	"NAM"	"NAM"	30	66	156	2.45	-1.21917323775673	0.139849150548758	0.0369228020161926	-0.784029849229023
"32"	"33.'068FNda_ff.jpg'"	"F"	"NAM"	"NAM"	25	45	166.5	3.1	0.060348976811516	0.171373513549801	0.0853865314905959	0.137524223101655
"33"	"34.'069FAnn_ff.jpg'"	"F"	"NAM"	"NAM"	30	48	159	1.85	-0.80965712042474	0.142396206944707	0.0509108908831701	-1.63469514676503
"34"	"35.'070FHil_ff.jpg'"	"F"	"NAM"	"NAM"	29	73	160	3.1	-0.779734890652153	0.141023395111636	0.0463728172491031	0.137524223101655
"35"	"36.'071FMar_ff.jpg'"	"F"	"NAM"	"NAM"	25	52	171	2.55	-0.108321637018474	0.142808508055954	0.0738110811585495	-0.642252299639688
"36"	"37.'072FEve_ff.jpg'"	"F"	"NAM"	"NAM"	23	38	153	2.45	-0.478665016348044	0.144538653843851	0.0445321232320131	-0.784029849229023
"37"	"38.'073FEli_ff.jpg'"	"F"	"NAM"	"NAM"	NA	NA	NA	2	-1.50535127967461	0.143771066546434	0.0462985518199588	-1.42202882238103
"38"	"39.'074FLui_ff.jpg'"	"F"	"NAM"	"NAM"	25	61	157.5	3.55	-0.333520947833228	0.158994429776065	0.0492810286569378	0.775523196253663
"39"	"40.'075FRos_ff.jpg'"	"F"	"NAM"	"NAM"	NA	NA	NA	2.6	-0.745635960495758	0.14247087707644	0.0462740350578586	-0.571363524845021
"40"	"41.'076FIng_ff.jpg'"	"F"	"NAM"	"NAM"	24	54	159.5	2.65	0.166144116470009	0.150342326662965	0.0551799076044987	-0.500474750050353
"41"	"42.'077FBet_ff.jpg'"	"F"	"NAM"	"NAM"	26	55	160	2.25	-0.014150766114428	0.142315345877852	0.0739352529733003	-1.06758494840769
"42"	"43.'078FKat_ff.jpg'"	"F"	"NAM"	"NAM"	23	99	169	3.3	-1.41190359088604	0.141156939510914	0.061262540275492	0.421079322280325
"43"	"44.'079FSan_ff.jpg'"	"F"	"NAM"	"NAM"	18	49	156.5	3.35	-1.6165300563357	0.140586793767583	0.0539785893431696	0.491968097074993
"44"	"45.'080FSte_ff.jpg'"	"F"	"NAM"	"NAM"	30	94	167	2.4	-1.8688103663652	0.146483202045107	0.0605666690855274	-0.854918624023691
"45"	"46.'082FLen_ff.jpg'"	"F"	"NAM"	"NAM"	26	104	NA	3.2	-1.58899985089728	0.140828904386486	0.0790677614367181	0.27930177269099
"46"	"47.'083FVal_ff.jpg'"	"F"	"NAM"	"NAM"	19	35	161	3.15	0.624363243106072	0.140860108564635	0.0592362315552603	0.208412997896322
"47"	"48.'084FSar_ff.jpg'"	"F"	"NAM"	"NAM"	20	50	157	4.25	0.0149524225571145	0.147404466453716	0.0484716464441724	1.76796604337901
"48"	"49.'085FKri_ff.jpg'"	"F"	"NAM"	"NAM"	NA	NA	NA	2.3	-0.744877785372938	0.155713409958403	0.0608778820845037	-0.996696173613026
"49"	"50.'094FSus_ff.jpg'"	"F"	"NAM"	"NAM"	18	48	156	2.7	-0.952091879026887	0.142097348170442	0.044196742545344	-0.429585975255685
"0"	"Fro1898"	"F"	"RO"	"RO"	21	68	171	1.575757576	-0.626863514760468	0.157068844391328	0.0576122877798059	-1.12264520756084
"1"	"Fro1904"	"F"	"RO"	"RO"	21	NA	NA	3.060606061	2.2308706257964	0.145305562126452	0.0497494946853641	0.967385764897882
"2"	"Fro1907"	"F"	"RO"	"RO"	21	53	164	2.454545455	1.90261508846687	0.15549084326547	0.0651166458762616	0.114311898760557
"3"	"Fro1915"	"F"	"RO"	"RO"	20	58	173	2.727272727	-1.48611506460335	0.147241575824558	0.0565528350899806	0.498195137537053
"4"	"Fro1922"	"F"	"RO"	"RO"	24	NA	NA	1.909090909	1.85288077090311	0.148014565348603	0.0466867724507752	-0.653454581607579
"5"	"Fro1929"	"F"	"RO"	"RO"	20	NA	NA	3.121212121	2.34834260833514	0.142221095021474	0.0511167724193926	1.05269315066707
"6"	"Fro1932"	"F"	"RO"	"RO"	20	48	165	2.636363636	0.163327007560191	0.140915579058164	0.0421283332268225	0.370234057475697
"7"	"Fro1945"	"F"	"RO"	"RO"	20	59	174	2.303030303	1.09416715871239	0.141518247565292	0.0524144874173731	-0.0989565684775604
"8"	"Fro1950"	"F"	"RO"	"RO"	20	NA	NA	4.060606061	0.795198841909236	0.144377577468787	0.042855901996544	2.37495764416523
"9"	"Fro1951"	"F"	"RO"	"RO"	21	NA	NA	2.181818182	1.7788089420856	0.143408571507684	0.0409472487738913	-0.269571341423511
"10"	"Fro1986"	"F"	"RO"	"RO"	23	50	163	2.787878788	3.96772045879252	0.157491814425738	0.064014607677278	0.583502524713814
"11"	"Fro1991"	"F"	"RO"	"RO"	23	47	170	2.272727273	1.04280944447361	0.145341631510537	0.0343005606187565	-0.141610261362155
"12"	"Fro1993"	"F"	"RO"	"RO"	25	58	165	1.848484848	0.94917404206778	0.145423862186715	0.0569488703089568	-0.73876196878434
"13"	"Fro1994"	"F"	"RO"	"RO"	28	NA	NA	2.242424242	1.01462570694817	0.158020154142157	0.0564302555081577	-0.184263955654322
"14"	"Fro2007"	"F"	"RO"	"RO"	20	52	162	2.575757576	0.512314591713008	0.142079865325829	0.0477369381192392	0.284926671706508
"15"	"Fro2395"	"F"	"RO"	"RO"	20	NA	NA	2.848484848	1.8645761006681	0.142352489273729	0.0577316565208588	0.668809910483004
"16"	"Fro2400"	"F"	"RO"	"RO"	23	NA	NA	1.787878788	0.99878855758356	0.142963962117103	0.0600742673994809	-0.824069354553529
"17"	"Fro2412"	"F"	"RO"	"RO"	23	NA	NA	1.787878788	0.751293440770454	0.141764187089961	0.0561188365937998	-0.824069354553529
"18"	"Fro2414"	"F"	"RO"	"RO"	22	72	180	1.666666667	0.195216626317089	0.140200128791162	0.0531484828870827	-0.99468412749948
"19"	"Fro2416"	"F"	"RO"	"RO"	22	42	153	2.242424242	1.51554606618996	0.14446764772324	0.0394120132633601	-0.184263955654322
"20"	"Fro2417"	"F"	"RO"	"RO"	22	NA	NA	2.363636364	1.20142339121734	0.149942382695716	0.0507891546553545	-0.013649181300799
"21"	"Fro2424"	"F"	"RO"	"RO"	32	NA	NA	2.787878788	1.83218077988331	0.156280916566702	0.0562350232048724	0.583502524713814
"22"	"Fro2427"	"F"	"RO"	"RO"	22	46	160	3.181818182	1.03195103986129	0.141029144754336	0.0477888510895694	1.13800053784383
"23"	"Fro2430"	"F"	"RO"	"RO"	29	53	163	3.515151515	1.68398730021867	0.143964938193425	0.0674933676723886	1.60719116379709
"24"	"Fro2432"	"F"	"RO"	"RO"	21	52	165	1.727272727	-0.75455632664234	0.162614104054063	0.071275727701128	-0.909376741730291
"25"	"Fro2435"	"F"	"RO"	"RO"	42	NA	NA	2.121212121	-0.765810964692431	0.139968000429562	0.0584500454503639	-0.354878728600272
"26"	"Fro2440"	"F"	"RO"	"RO"	21	62	173	3.848484848	0.32912254405084	0.142629450813564	0.0355881416138643	2.07638178975035
"27"	"Fro2442"	"F"	"RO"	"RO"	22	NA	NA	3.696969697	2.08437411921086	0.145908582479514	0.0453149751538117	1.8631133239198
"28"	"Fro2453"	"F"	"RO"	"RO"	21	58	162	2.393939394	1.65991974032666	0.142481396824244	0.0468014643882985	0.029004511583796
"29"	"Fro2460"	"F"	"RO"	"RO"	19	NA	NA	3.424242424	1.06432411807648	0.143626627280471	0.0611030181766059	1.47923008373573
"30"	"Fro2467"	"F"	"RO"	"RO"	24	NA	NA	1.696969697	0.225257723345208	0.141627359196369	0.0386725282529581	-0.952030434614885
"31"	"Fro2478"	"F"	"RO"	"RO"	22	NA	NA	2.03030303	0.583426704214604	0.143024449174564	0.0513969540266563	-0.482839808661628
"32"	"Fro2485"	"F"	"RO"	"RO"	25	NA	NA	2.515151515	2.11682948065658	0.146277793337508	0.0660228781251998	0.199619284529746
"33"	"Fro2489"	"F"	"RO"	"RO"	21	NA	NA	2.242424242	1.55457073064999	0.145843441792029	0.0425644771221742	-0.184263955654322
"34"	"Fro2490"	"F"	"RO"	"RO"	39	NA	NA	1.393939394	-0.554188581228827	0.1409097133082	0.0565904469580025	-1.37856736768355
"35"	"Fro2523"	"F"	"RO"	"RO"	22	45	167	4.151515152	2.11940138426042	0.148141067773869	0.0567246719983262	2.50291872422658
"36"	"Fro27"	"F"	"RO"	"RO"	21	50	158	1.757575758	1.98963246308708	0.143741644588689	0.0455298020644453	-0.866723047438124
"37"	"Fro29"	"F"	"RO"	"RO"	24	54	160	1.909090909	1.1987715279505	0.140581976626499	0.0388641917072273	-0.653454581607579
"38"	"Fro32"	"F"	"RO"	"RO"	20	50	155	1.606060606	2.52529432260028	0.154654128834774	0.0662743759040728	-1.07999151467624
"39"	"Fro35"	"F"	"RO"	"RO"	19	41	162	2.272727273	2.42718049888946	0.147436511899946	0.0527154584690995	-0.141610261362155
"40"	"Fro43"	"F"	"RO"	"RO"	20	63	165	1.636363636	0.793084285691017	0.14335701259372	0.0518416325404702	-1.03733782179165
"41"	"Fro44"	"F"	"RO"	"RO"	21	50	168	2.333333333	2.06778242890404	0.141683413917385	0.0497084309988095	-0.0563028755929654
"42"	"Fro45"	"F"	"RO"	"RO"	20	58	155	1.606060606	1.1770982612791	0.143269337360636	0.046458414367462	-1.07999151467624
"43"	"Fro46"	"F"	"RO"	"RO"	19	51	168	2.939393939	2.70122880319313	0.141645548567528	0.0765946535750735	0.796770990544359
"44"	"Fro47"	"F"	"RO"	"RO"	21	40	165	1.545454545	0.431919026151066	0.141109002799488	0.06713594624379	-1.165298901853
"45"	"Fro51"	"F"	"RO"	"RO"	20	52	165	2.575757576	1.89123173886658	0.146534141004286	0.0449802296912624	0.284926671706508
"46"	"Fro65"	"F"	"RO"	"RO"	20	60	175	2.515151515	1.99403476502167	0.141013127978759	0.0489542911011949	0.199619284529746
"47"	"Fro75"	"F"	"RO"	"RO"	22	58	172	1.303030303	-0.0345796157258139	0.144525406117572	0.0557289764604642	-1.5065284477449
"48"	"Fro77"	"F"	"RO"	"RO"	19	51	157	1.96969697	0.496005533861315	0.143998325328534	0.0424531584486532	-0.568147194430818
"49"	"Fro83"	"F"	"RO"	"RO"	23	70	181	1.515151515	1.20741386355203	0.140576824677327	0.0670307045425238	-1.2079525947376
"0"	"22"	"F"	"TUR"	"TR"	20	45	160	1.885245902	0.603157066680978	0.14426694370872	0.0480546917304437	-1.20718675421021
"1"	"23"	"F"	"TUR"	"TR"	20	40	152	1.634920635	-0.605696597195615	0.144692788468771	0.0633957922488715	-1.45680690709713
"2"	"29"	"F"	"TUR"	"TR"	20	65	170	2	-0.650357386554112	0.143469262947786	0.0559958273250419	-1.09275589459123
"3"	"33"	"F"	"TUR"	"TR"	21	57	170	4.107142857	-0.0853014194956555	0.143985803360735	0.0336183284877746	1.00845158007779
"4"	"37"	"F"	"TUR"	"TR"	20	57	159	4.515625	-0.947388433348238	0.143557696796183	0.0395952337212128	1.41578311400256
"5"	"39"	"F"	"TUR"	"TR"	20	48	168	3.322580645	0.0169327130490355	0.140462970681322	0.0529472482591072	0.226099316337915
"6"	"43"	"F"	"TUR"	"TR"	20	53	160	4.410714286	0.384736466659192	0.14317315681059	0.0554702120605695	1.31116791162207
"7"	"46"	"F"	"TUR"	"TR"	20	53	158	4.15	-0.695997170949004	0.145207182660933	0.045248178126442	1.05118800343675
"8"	"47"	"F"	"TUR"	"TR"	21	55	160	2.540983607	-0.954559739576717	0.147878567272185	0.0441583901805886	-0.553296125679222
"9"	"53"	"F"	"TUR"	"TR"	20	46	163	2.192982456	0.743865501580507	0.141940654002352	0.0529617777458893	-0.900317029955112
"10"	"61"	"F"	"TUR"	"TR"	20	48	160	3.462962963	-0.0561914824116253	0.14059790116783	0.0407029461754748	0.366086206601694
"11"	"62"	"F"	"TUR"	"TR"	20	68	175	2.102941176	-0.0921958184656832	0.142160007155701	0.0501015504202788	-0.990104682432614
"12"	"65"	"F"	"TUR"	"TR"	21	66	165	1.65	0.433201081163234	0.150919987207222	0.053204059108399	-1.44177001752602
"13"	"66"	"F"	"TUR"	"TR"	20	45	160	4.532258065	0.666103701889103	0.144166322549761	0.049645851938074	1.43236932712454
"14"	"69"	"F"	"TUR"	"TR"	21	48	158	2.620689655	0.881138545307064	0.141356547622072	0.0317440771550215	-0.473814593006884
"15"	"73"	"F"	"TUR"	"TR"	20	48	168	2.298245614	-0.914049766290827	0.155964857776372	0.0561576627500813	-0.795350376335924
"16"	"74"	"F"	"TUR"	"TR"	25	NA	NA	2.203389831	-1.33800937227654	0.15036190945381	0.0605749754070946	-0.889938970361745
"17"	"76"	"F"	"TUR"	"TR"	23	NA	NA	1.516666667	-0.899505356575911	0.142427078664806	0.0532402523427168	-1.57472777831164
"18"	"91"	"F"	"TUR"	"TR"	22	NA	NA	2.450980392	0.0837823919134892	0.147825258910557	0.047676378512005	-0.643045820377897
"19"	"92"	"F"	"TUR"	"TR"	20	NA	NA	3.49122807	-1.16361345441551	0.151538121767713	0.0683458345602263	0.394271696685302
"20"	"95"	"F"	"TUR"	"TR"	21	NA	NA	2.416666667	0.972780232309847	0.146992993056494	0.0674447769203114	-0.677262890765041
"21"	"98"	"F"	"TUR"	"TR"	24	NA	NA	4.879310345	0.0623758286244926	0.145709159214141	0.0587315608996645	1.7784440331723
"22"	"99"	"F"	"TUR"	"TR"	21	NA	NA	2.236363636	-0.355536160939575	0.146325370861827	0.0764003376130154	-0.85705804569918
