Rater	1011	1041	1051	1061	2011	2021	2031	2051	3011	3021	4021	4031	4051	4061	4071	4081	4101	4111	4141	4151	4161	4191	4211	4221	4231	4241	4251	5011	5021	5031	5041	5051	5061	5071	5091	5101	5111	5121	5141	5151	5161	5171	5181	5191	5211	5231	6051	6091	6121	6131
CZ16R1	4	3	6	4	3	3	3	4	3	3	3	4	4	4	4	3	4	4	6	5	3	6	3	5	3	5	3	3	3	3	3	3	3	5	3	3	4	4	4	4	3	3	5	4	4	4	5	3	4	4
CZ16R2	2	1	3	2	2	1	1	2	2	1	2	1	3	2	1	1	3	3	2	3	1	5	1	3	2	2	2	1	2	2	2	2	1	2	1	2	2	3	1	1	1	4	3	1	3	2	2	1	2	2
CZ16R3	3	1	4	4	3	1	2	2	3	2	2	2	4	6	2	2	6	4	3	4	1	4	2	2	4	3	2	2	4	2	2	4	3	3	2	2	2	4	4	2	3	7	6	2	4	3	5	3	4	5
CZ16R4	2	2	5	5	1	1	1	3	4	2	2	2	5	6	2	4	5	5	4	5	1	5	2	5	2	1	2	2	3	1	4	3	2	5	2	1	4	5	2	2	2	6	4	1	4	3	5	3	2	4
CZ16R5	1	1	4	1	3	1	3	4	2	1	2	4	4	4	4	3	4	2	7	4	4	4	4	4	4	4	4	1	4	1	2	4	4	4	1	1	6	4	4	1	2	6	4	4	3	4	4	2	1	4
CZ16R6	2	1	4	3	2	1	2	2	2	3	2	2	3	3	3	2	4	3	3	3	2	6	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	3	5	4	3	4	3	4	2	2	3
CZ16R7	2	1	5	5	2	2	2	3	3	1	2	2	4	4	2	1	3	3	4	3	1	4	2	5	2	2	2	2	2	2	2	2	3	4	3	2	2	4	2	2	2	3	3	2	4	3	3	3	2	3
CZ16R8	2	1	4	4	2	1	1	2	3	1	1	1	3	5	2	2	5	5	2	5	1	3	4	4	2	2	1	2	3	1	2	3	2	6	1	1	2	5	3	3	2	2	4	2	3	2	3	1	2	3
CZ16R9	1	1	2	1	1	3	1	3	1	5	1	1	1	1	1	1	1	1	6	3	1	2	5	4	1	4	2	1	1	1	1	1	1	1	1	1	5	5	1	1	1	1	2	1	6	2	1	1	1	4
CZ16R10	2	1	3	2	2	1	2	2	2	2	1	2	2	3	2	1	4	4	3	2	1	4	2	4	2	2	1	1	2	1	2	2	3	2	2	1	2	2	2	1	2	4	4	1	2	3	4	1	1	4
CZ16R11	1	1	5	1	1	1	1	1	1	3	1	1	1	3	1	1	1	3	6	1	1	3	2	5	1	1	4	1	1	1	1	1	1	1	1	3	6	5	1	1	1	4	4	1	6	5	3	1	1	3
CZ16R12	3	2	4	2	2	2	2	4	3	2	2	2	2	4	2	2	5	3	5	4	1	5	4	4	3	3	2	2	5	3	2	3	2	4	1	2	2	4	2	2	3	6	2	1	2	2	2	2	3	5
CZ16R13	2	1	5	3	3	1	1	3	4	1	2	1	3	3	2	3	3	4	3	4	1	7	2	1	2	2	2	3	3	1	1	3	2	4	2	1	3	3	2	2	2	7	5	2	2	3	4	3	2	5
CZ16R14	2	1	6	2	2	2	3	5	3	1	1	4	3	5	2	4	7	4	4	5	1	6	4	6	2	4	2	3	3	3	2	3	2	5	1	2	3	6	4	2	3	6	6	2	4	5	6	5	4	5
CZ16R15	2	2	2	2	2	1	2	2	4	2	1	1	2	2	2	2	3	2	2	3	1	5	2	2	1	2	1	1	2	1	2	2	1	3	1	2	3	3	2	2	1	4	2	1	2	2	3	2	2	2
CZ16R16	1	1	3	1	1	2	1	1	1	3	1	3	1	2	1	1	2	1	3	3	1	4	2	3	1	1	3	1	1	1	1	1	1	1	1	1	3	4	1	1	1	4	2	1	4	3	1	1	1	2
CZ16R17	1	2	2	2	4	1	1	2	2	3	2	2	2	2	2	1	3	3	1	4	1	5	5	7	1	2	4	2	1	1	2	2	1	2	1	3	4	3	2	2	1	3	4	1	2	1	3	2	1	2
CZ16R18	3	2	4	3	2	1	2	2	3	2	2	1	3	3	2	2	4	4	3	3	1	3	4	5	1	3	2	2	2	1	2	3	2	6	2	1	2	4	2	2	2	3	3	2	3	2	3	2	2	3
CZ16R19	2	1	3	1	2	1	1	2	1	1	1	1	2	3	2	3	2	3	1	2	1	3	2	3	2	1	2	1	2	1	2	2	1	2	1	1	2	2	2	1	2	3	4	2	3	2	2	2	2	2
CZ16R20	2	1	3	1	3	1	1	2	1	1	1	1	2	2	1	2	3	3	2	3	1	4	1	3	1	1	1	1	2	2	2	2	1	2	1	1	3	4	1	1	1	4	3	1	2	4	3	2	2	3
CZ16R21	1	1	3	1	2	1	1	1	1	1	1	1	1	2	1	2	2	2	1	2	1	4	1	3	1	1	2	1	3	1	1	1	1	4	1	1	3	3	1	1	1	3	1	1	3	1	1	1	1	1
CZ16R22	4	1	6	3	2	1	2	3	5	5	4	4	4	5	4	6	6	5	5	5	2	7	3	6	3	2	4	2	3	3	3	3	2	5	1	1	4	7	4	2	4	6	6	3	5	5	5	4	3	5
CZ16R23	3	2	4	4	4	3	3	2	4	3	2	3	4	3	3	3	4	4	4	4	2	6	3	3	3	4	3	3	4	3	4	4	2	4	3	3	4	5	3	3	3	4	4	3	5	4	4	4	4	5
CZ16R24	3	3	4	2	3	1	2	2	3	2	2	2	3	4	3	2	4	6	3	6	2	6	3	5	2	4	4	2	5	3	2	3	2	4	1	2	5	4	3	2	3	5	4	1	4	4	4	4	4	4
CZ16R25	3	1	3	2	3	1	2	2	2	3	1	2	2	3	2	2	3	3	4	4	1	5	5	4	2	3	1	2	4	1	2	2	3	2	2	1	4	3	2	3	3	6	5	1	1	3	3	2	2	4
CZ16R26	2	1	2	1	1	1	2	3	3	2	1	2	2	2	1	2	2	4	1	3	1	3	2	4	1	3	2	1	3	1	1	1	1	5	1	1	3	3	1	1	1	1	4	1	4	3	3	2	1	1
CZ16R27	3	2	5	4	4	2	2	4	4	3	4	4	4	6	4	4	6	4	5	5	1	6	3	3	5	2	4	3	5	3	2	3	4	5	1	3	6	5	2	2	2	5	5	2	5	5	4	4	5	6
CZ16R28	4	1	6	3	1	1	1	3	2	1	1	1	3	4	2	1	3	4	2	5	1	5	2	3	3	1	2	3	3	3	2	4	2	6	1	1	2	3	2	1	1	6	4	1	4	3	4	3	4	5
CZ16R29	2	1	5	4	3	2	2	2	3	2	2	2	3	4	2	3	4	3	3	4	1	5	1	4	1	2	4	2	2	2	2	3	2	4	1	2	4	5	3	1	2	5	5	2	4	2	3	2	2	4
CZ16R30	4	2	4	4	3	3	1	3	4	1	1	4	4	5	3	2	3	4	3	5	1	5	3	6	3	3	3	2	4	3	3	4	2	4	3	1	5	4	1	4	2	6	3	2	5	4	2	3	4	4
CZ16R31	3	2	4	4	4	2	3	4	3	3	4	3	4	5	3	5	4	5	5	4	2	6	3	4	3	4	3	3	5	3	3	3	4	4	2	2	5	4	3	3	3	5	5	3	5	4	3	3	3	3
CZ16R32	2	1	4	2	3	2	2	2	2	2	2	2	2	3	1	1	3	3	3	3	2	4	2	3	1	2	1	2	2	1	1	2	2	2	1	2	3	3	2	2	1	4	3	2	4	4	2	3	3	2
CZ16R33	4	1	5	2	2	3	2	4	2	3	2	3	4	4	2	1	4	6	5	5	1	4	3	7	3	1	3	1	3	3	3	3	2	3	1	2	5	4	2	1	2	4	4	2	5	4	3	4	4	5
